north sound cooling centers,cooling center locations for north sound counties.,,3111 newmarket street,suite 103,bellingham,wa,98226,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,3111 newmarket str.,suite 103,bellingham,wa,98226,us,physical,whatcom,a8d8ade1-62eb-47d7-a809-e11deb2cfc3d,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,7506 kendall road,,maple falls,wa,98266,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,461 2nd street,,sumas,wa,98295,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,461 2nd str,,sumas,wa,98295,us,physical,whatcom,3cf3f60c-beaf-49a8-9652-c88d63635d00,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,216 4th street,,lynden,wa,98264,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,216 4th street,,lynden,wa,98264,us,physical,whatcom,b7e19159-b601-48ec-aa5f-4568ccba4f58,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,5044 mount baker highway,,deming,wa,98244,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,1530 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,1530 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,045e26ca-426d-440f-93f6-dcc5fa67ca1f,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,401 grover street,,lynden,wa,98264,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,2095 main street,,ferndale,wa,98248,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,2095 main str,,ferndale,wa,98248,us,physical,whatcom,d8c9e499-7158-41ba-9726-edb672efd5f6,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,8251 kendall road,,maple falls,wa,98266,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,8251 kendall rd.,,maple falls,wa,98266,us,physical,whatcom,9e4597d8-5267-4a74-8382-90482a2d2219,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,2125 main street,,ferndale,wa,98248,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,2125 main st.,,ferndale,wa,98248,us,physical,whatcom,34bf0652-938e-443c-b91f-f0e80ea115fe,street_dup,1
opportunity council - east whatcom regional resource center,"connects people with community resources to help meet basic needs such as clothing, blankets, food, household items, personal hygiene products, transportation and more.  provides head start, community activities on site, and information and referrals to community programs.",https://www.oppco.org/ewrrc,8251 kendall road,,maple falls,wa,98266,us,physical,whatcom,,,0
*required* text,*required* text,http://some.domain.com,text,text,text,two character state (all caps),99999 or 99999-9999,"defaults to ""us"" if left blank. two character country (all caps)",mailing,text,,,0
*required* text,*required* text,http://some.domain.com,text,text,text,two character state (all caps),99999 or 99999-9999,"defaults to ""us"" if left blank. two character country (all caps)",mailing,text,442fcbb2-ba3e-4706-9b08-69b78f961d2f,street_dup,1
depressive and bipolar support alliance whatcom county,"peer-directed national organization focusing on the two most prevalent mental health conditions, depression and bipolar disorder.  provides hope, help, support, and education to improve the lives of people who have mood disorders.",http://www.dbsalliance.org,po box 4124,,bellingham,wa,98227,us,mailing,whatcom,,,0
bellingham parks and recreation division,the parks and recreation department supports a healthy community by providing high quality parks and recreation services.,https://cob.org/services/recreation,210 lottie street,,bellingham,wa,98225,us,mailing,whatcom,,,0
mount baker school district,public school district.,http://www.mtbaker.wednet.edu,po box 95,,deming,wa,98244,us,mailing,whatcom,,,0
mount baker school district,public school district.,http://www.mtbaker.wednet.edu,po box 95,,deming,wa,98244,us,mailing,whatcom,d96b6623-83db-4cb5-a247-c4f53311f609,street_dup,1
bellingham technical college,"bellingham technical college provides student-centered, high-quality professional technical education for today’s needs and tomorrow’s opportunities.",https://www.btc.edu,3028 lindbergh ave,,bellingham,wa,98225,us,mailing,whatcom,,,0
bellingham technical college,"bellingham technical college provides student-centered, high-quality professional technical education for today’s needs and tomorrow’s opportunities.",https://www.btc.edu,3028 lindbergh avenue,,bellingham,wa,98225,us,mailing,whatcom,8fdec388-459a-4a41-ae61-e5c8df6b2fe3,street_dup,1
bellingham school district,public school district.,http://bellinghamschools.org,1306 dupont st,,bellingham,wa,98225,us,mailing,whatcom,,,0
nooksack valley school district,public school district.,https://www.nv.k12.wa.us,,,,,,us,mailing,whatcom,,,0
nooksack valley school district,public school district.,https://www.nv.k12.wa.us,,,,,,us,mailing,whatcom,9c21522f-95c0-402a-9c7e-79dd6c27ec1a,street_dup,1
western washington university,pubic university.,http://www.wwu.edu,,,,,,us,mailing,whatcom,,,0
western washington university,pubic university.,http://www.wwu.edu,,,bellingham,wa,98225,us,mailing,whatcom,,,0
