Agency_Id,Program_Id,ProgramContact_ProgramContact,ProgramSystem_LastUpdatereviewDate,ProgramOption_Status,ProgramSystem_Name,ProgramSystem_Description,ProgramSystem_TypeOfFees,ProgramSystem_DocumentsRequired,ProgramSystem_Eligibility,ProgramSystem_ApplicationintakeProcess
9641,14299,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",Disability Support Services,Provides accommodation services to qualified students with disabilities. Requests for services need to be made each quarter by the student. Some accommodations require time to arrange so requests should be made 3 weeks prior to the start of each quarter. Lack of advance notice may delay the availability of some accommodations.,None.,,For qualified students with disabilities.,Call the office.
9641,14790,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",Financial Aid Services,"Whatcom Community College offers multiple scholarship opportunities each year and also advertises general scholarships available through other agencies. You can review a list of ""active"" scholarships and obtain application information by visiting the kiosk outside our office, located in Laidlaw Center, room 135.",Call for more information.,,For eligible students.,Call for more information.
9641,15196,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",International Programs,"Experienced staff provides individualized advising and assistance during all stages of education from initial inquiry, to completion of educational program.",Call for fee schedule.,,Call for more information.,Call for application process.
9641,19146,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",Area Health Education Center for Western Washington,"Provides increased diversity and distribution among health professionals to improve core public health care quality to rural and underserved urban communities, and offers educational programs for health professional students living within those communities.",None.,,None.,Call or visit website for more information.
9642,4020,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Domestic Violence Specialist,"The mission of Domestic Violence and Sexual Assault Services of Whatcom County is to support individuals affected by domestic violence and sexual assault and to lead the community towards ending these abuses of power. Staff and volunteers assist clients by providing support, helping to identify options and providing information about local resources.",None.,,Vary.,Call.
9642,4530,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Public Defender,"The Public Defender's Office provides indigent criminal defense services in Whatcom County Superior, District, and Juvenile Courts. It also represents parents in dependency matters and individuals in mental health and alcohol commitment proceedings.",Vary.,,Eligibility is determined by the Superior Court Assigned Counsel Division prior to referral to the Public Defender. All juveniles are eligible.,Call.
9642,4805,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Disposal of Toxics Program,The Disposal of Toxics Facility accepts hazardous waste from Whatcom County households and from small businesses that qualify. Businesses need to be pre-approved before bringing in waste.,Vary.,,Vary.,Call.
9642,5069,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Assessor's Office,"The office provides property tax information, ownership information, and property assessment for home owners or potential buyers.",Vary.,,None.,"Call, visit in person or on website."
9642,5283,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Auditor's Office,"Protects property ownership through licensing, accurate recording and tracking of transactions; safeguards and maintains public records and ensures easy access to them; and provides accountability to the citizens and to county government through Internal Audit Services.",Vary.,,None.,Call or visit website.
9642,8361,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Victim-Witness Assistance Unit,"The Unit offers crime victims (including domestic violence, child abuse, and rape victims) help with understanding the legal process, advocacy that facilitates prosecution efforts, assistance with applying for crime victim compensation, and referral to other community based agencies that provide extended services.",None.,,Vary.,Call.
9642,10569,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Prosecuting Attorney,"The primary responsibility of the prosecuting attorney is to prosecute criminal acts occurring within Whatcom County, to provide legal advice/services to county officials and staff, and to represent and defend the county in civil actions.",Vary.,,Vary.,Call.
9642,11972,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Public Works,"Responsible for the design, construction and maintenance of all county roads in Whatcom County.  In addition to roads, the Public Works Department maintains the county's buildings and grounds.",None.,,None.,Call or visit website.
9642,12966,"[{""Contact_Id"":1465}]",2022/02/21,"[""Active""]",Court Facilitators,"For divorce, child custody and child support matters, the Court Facilitator is available to assist parties without an attorney to process their own paperwork, understand procedures and schedule court hearings. The Facilitator can assists in pro se divorces, child support modifications of parenting plans, contempt orders (visitation, child support, maintenance), temporary orders, and facilitates the process of people without attorneys through the court system (in domestic cases only). The Facilitator is not an attorney, may not give legal advice and may not accompany client to court.",$20.,,"Anyone who doesn't have an attorney, and is in need of the services offered.",Call or visit website.
